Date,AAPL,ACN,ADBE,ADI,ADSK,AKAM,ALB,AMAT,AMD,ANET,ANSS,APD,APH,AVGO,BR,CDAY,CDNS,CDW,CE,CF,CRM,CSCO,CTSH,CTVA,DD,DOW,DXC,ECL,EMN,ENPH,EPAM,FCX,FFIV,FI,FICO,FIS,FLT,FMC,FSLR,FTNT,FTV,GEN,GLW,GRMN,HPE,HPQ,IBM,IFF,INTC,INTU,IT,JKHY,JNPR,KEYS,KLAC,LDOS,LIN,LRCX,LYB,MCHP,MLM,MOS,MPWR,MSFT,MSI,MU,NEM,NOW,NTAP,NUE,NVDA,NXPI,ON,ORCL,PANW,PAYC,PPG,PTC,QCOM,QRVO,SEDG,SHW,SNPS,STLD,STX,SWKS,TDY,TEL,TER,TRMB,TXN,TYL,VMC,VRSN,WDC,ZBRA
2018-07-25,46.54616928100586,155.00442504882812,263.1700134277344,87.74114990234375,135.85000610351562,80.12999725341797,86.22946166992188,43.15497970581055,16.049999237060547,68.57749938964844,177.50999450683594,140.1498565673828,44.219451904296875,189.93832397460938,109.95281982421875,34.720001220703125,46.79999923706055,81.06916809082031,101.99071502685547,39.0058479309082,148.8699951171875,37.103904724121094,77.35948944091797,,87.00239562988281,,84.4194564819336,134.2086944580078,86.25310516357422,6.480000019073486,133.6300048828125,14.934889793395996,175.1999969482422,77.61000061035156,205.80999755859375,101.17607879638672,225.5500030517578,69.23226165771484,54.040000915527344,13.685999870300293,64.82278442382812,10.806391716003418,28.86092185974121,55.68275451660156,13.081214904785156,19.88187026977539,109.75621032714844,113.13211822509766,45.47758102416992,209.8402099609375,139.55999755859375,130.85986328125,24.317461013793945,59.630001068115234,95.65361785888672,58.94013595581055,152.56256103515625,159.3638153076172,81.76567077636719,43.046810150146484,214.0566864013672,27.77116584777832,129.9641876220703,104.82276916503906,115.15455627441406,52.64439392089844,31.845027923583984,183.86000061035156,70.01063537597656,60.15488052368164,62.39244842529297,91.44512176513672,23.299999237060547,45.083351135253906,71.58000183105469,112.45865631103516,100.2237548828125,99.2699966430664,51.96427917480469,81.25,57.849998474121094,139.35963439941406,93.16000366210938,43.938377380371094,44.87857437133789,86.58817291259766,214.64999389648438,85.78433227539062,41.823787689208984,35.56999969482422,98.75820922851562,238.33999633789062,114.89822387695312,151.19000244140625,70.20771026611328,145.39999389648438
2018-07-26,46.400428771972656,153.23251342773438,261.92999267578125,88.78621673583984,136.13999938964844,80.7300033569336,87.42252349853516,44.2911376953125,18.350000381469727,69.06999969482422,176.99000549316406,143.9364776611328,45.40287780761719,187.5931854248047,109.42120361328125,34.91999816894531,46.2599983215332,81.8998794555664,104.31929779052734,39.85992431640625,147.57000732421875,37.421993255615234,77.24742889404297,,87.93001556396484,,83.39579010009766,135.2512969970703,86.81281280517578,6.179999828338623,133.92999267578125,15.038477897644043,177.0800018310547,77.22000122070312,205.1699981689453,100.84342956542969,223.91000366210938,69.94373321533203,53.66999816894531,13.71399974822998,66.6108627319336,10.75938606262207,29.225923538208008,55.85837936401367,13.258672714233398,20.018457412719727,109.82360076904297,114.99808502197266,45.243377685546875,209.25103759765625,139.1699981689453,131.19090270996094,24.360578536987305,60.40999984741211,96.37718200683594,63.063636779785156,153.1514434814453,163.47702026367188,82.90899658203125,43.85280227661133,198.59889221191406,28.263195037841797,130.6068572998047,103.67835998535156,116.17565155029297,53.00922775268555,32.13397979736328,192.32000732421875,69.8988265991211,59.78321075439453,63.12815856933594,86.27650451660156,23.610000610351562,45.00967025756836,71.79000091552734,112.528564453125,101.48939514160156,98.83000183105469,55.602294921875,82.19999694824219,54.95000076293945,143.10105895996094,93.1500015258789,42.901939392089844,45.75324249267578,87.18175506591797,218.22999572753906,86.03076934814453,42.85575485229492,35.790000915527344,98.8279800415039,237.83999633789062,111.36070251464844,151.9499969482422,71.56304931640625,145.91000366210938
2018-07-27,45.628719329833984,150.31016540527344,254.80999755859375,88.13191986083984,131.16000366210938,79.63999938964844,87.61042785644531,45.352169036865234,18.940000534057617,67.81999969482422,174.16000366210938,143.66026306152344,44.656707763671875,185.8028564453125,107.53306579589844,34.02000045776367,45.2400016784668,79.92693328857422,103.95967864990234,39.18194580078125,143.91000366210938,36.59669876098633,76.16416931152344,,88.08460998535156,,82.15208435058594,133.59259033203125,85.5577392578125,5.590000152587891,130.57000732421875,15.057307243347168,174.22999572753906,76.12000274658203,203.02000427246094,99.28173828125,220.82000732421875,70.10184478759766,51.650001525878906,13.161999702453613,65.46256256103516,10.827285766601562,29.147708892822266,55.26124572753906,13.174171447753906,19.83065414428711,108.65581512451172,114.95429992675781,41.35744094848633,205.06869506835938,136.3000030517578,129.9424285888672,22.57557487487793,59.15999984741211,98.52030944824219,63.304019927978516,153.13304138183594,175.244873046875,81.81798553466797,44.149261474609375,197.49476623535156,28.17803955078125,127.11528015136719,101.843505859375,114.5975570678711,53.2064323425293,31.352092742919922,183.9499969482422,68.31665802001953,59.82746505737305,62.42959976196289,88.28446960449219,23.149999618530273,44.78862380981445,69.32333374023438,107.86483764648438,100.37049102783203,95.08999633789062,54.8239631652832,81.72000122070312,53.95000076293945,141.42474365234375,92.58000183105469,42.51216125488281,43.48704528808594,86.93518829345703,217.57000732421875,85.79345703125,43.079673767089844,35.25,98.21737670898438,231.41000366210938,112.87677001953125,150.25999450683594,66.03034973144531,140.52999877929688
2018-07-30,45.37307357788086,147.8980712890625,242.32000732421875,86.61426544189453,127.0,75.29000091552734,86.82130432128906,44.98597717285156,19.420000076293945,64.46499633789062,168.5,143.65138244628906,43.8439826965332,189.28271484375,103.66507720947266,32.08000183105469,43.90999984741211,78.89800262451172,103.60903930664062,38.69767379760742,138.02999877929688,36.252830505371094,75.4170913696289,,87.67233276367188,,80.85096740722656,133.3936004638672,85.97325134277344,5.679999828338623,129.2899932861328,15.142059326171875,170.1300048828125,74.45999908447266,200.13999938964844,97.08246612548828,216.75,70.47337341308594,51.56999969482422,12.555999755859375,65.41336059570312,10.607919692993164,28.626285552978516,54.35676574707031,13.055866241455078,19.719675064086914,108.91034698486328,114.19214630126953,41.366119384765625,195.7671661376953,134.7899932861328,127.78601837158203,22.679052352905273,57.459999084472656,97.35714721679688,62.471920013427734,152.130126953125,173.23440551757812,81.53402709960938,43.17650604248047,193.65431213378906,28.09287452697754,125.70526123046875,99.6587142944336,111.84054565429688,52.26970291137695,31.216110229492188,178.80999755859375,66.45935821533203,59.473506927490234,60.475120544433594,88.1543197631836,22.360000610351562,43.959720611572266,65.22000122070312,102.98141479492188,100.64561462402344,91.37000274658203,54.255523681640625,80.83000183105469,53.0,140.3125,89.33000183105469,42.13124465942383,42.938392639160156,86.23202514648438,216.25,85.09981536865234,42.076927185058594,34.97999954223633,97.27889251708984,224.1699981689453,111.7802505493164,145.42999267578125,65.00920867919922,136.77000427246094
2018-07-31,45.4638671875,147.81460571289062,244.67999267578125,87.36856842041016,128.44000244140625,75.26000213623047,88.49346160888672,45.66202926635742,18.329999923706055,63.932498931884766,168.8800048828125,146.27081298828125,44.442832946777344,186.4080352783203,103.55509185791016,32.7599983215332,44.09000015258789,79.37942504882812,106.18939208984375,39.11150360107422,137.14999389648438,36.35598373413086,76.10816192626953,,88.59994506835938,,81.07099914550781,133.3556671142578,87.87286376953125,5.949999809265137,130.2100067138672,15.537562370300293,171.3800048828125,75.4800033569336,201.4600067138672,95.29903411865234,217.0,71.05042266845703,52.349998474121094,12.581999778747559,67.32447814941406,10.5609130859375,28.834848403930664,54.83974075317383,13.047414779663086,19.702604293823242,108.49111938476562,116.30341339111328,41.72175216674805,197.27395629882812,135.42999267578125,127.39828491210938,22.713544845581055,58.0,107.54163360595703,63.25778579711914,154.11753845214844,175.816650390625,82.78943634033203,43.278419494628906,191.4652862548828,28.490283966064453,127.26876831054688,100.33023071289062,112.60173797607422,52.05278015136719,31.173616409301758,175.9600067138672,66.65711212158203,59.22575378417969,60.65595626831055,88.62841796875,22.049999237060547,43.913665771484375,66.086669921875,106.1072006225586,101.48939514160156,91.91000366210938,56.048301696777344,81.76000213623047,53.25,140.45596313476562,89.43000030517578,41.71488571166992,41.84107971191406,86.3689956665039,219.4199981689453,85.40099334716797,42.106109619140625,35.29999923706055,97.63850402832031,224.99000549316406,106.79337310791016,145.22999572753906,65.12060546875,137.92999267578125
2018-08-01,48.142147064208984,148.16712951660156,248.00999450683594,87.27765655517578,127.18000030517578,71.62999725341797,85.49671936035156,45.04231262207031,18.479999542236328,65.6500015258789,170.35000610351562,144.373046875,44.38104248046875,182.23049926757812,103.17013549804688,33.56999969482422,43.9900016784668,79.19064331054688,105.34424591064453,38.85616683959961,137.67999267578125,35.986328125,76.65912628173828,,87.55638122558594,,82.17121124267578,137.14688110351562,86.39727020263672,5.590000152587891,131.52999877929688,14.671224594116211,170.60000610351562,74.73999786376953,205.5500030517578,95.1326904296875,218.22999572753906,69.77772521972656,53.380001068115234,12.920000076293945,66.3894271850586,10.6705961227417,28.591522216796875,56.63992691040039,13.055866241455078,19.642845153808594,107.42066192626953,115.97049713134766,42.33760452270508,197.2932891845703,130.88999938964844,128.6751251220703,22.359996795654297,58.7400016784668,106.8913803100586,63.44269943237305,152.25892639160156,171.8048858642578,82.28130340576172,43.3525276184082,193.60633850097656,27.94148826599121,126.57816314697266,100.51939392089844,112.23042297363281,51.559757232666016,30.969648361206055,177.94000244140625,67.54280853271484,58.128475189208984,61.05476760864258,88.68421173095703,22.260000228881836,43.609737396240234,66.72666931152344,125.77074432373047,100.63646697998047,92.5199966430664,56.27567672729492,82.18000030517578,56.25,139.66554260253906,89.75,40.5898551940918,42.19889831542969,86.42379760742188,218.8800048828125,84.5704345703125,42.14506530761719,35.2400016784668,97.35784912109375,226.77999877929688,108.14735412597656,148.05999755859375,64.26657104492188,138.8300018310547
2018-08-02,49.549373626708984,148.57528686523438,252.22000122070312,87.41400146484375,131.16000366210938,74.27999877929688,86.44552612304688,45.173770904541016,18.790000915527344,67.9625015258789,173.14999389648438,142.54653930664062,44.599666595458984,181.85227966308594,104.95745849609375,34.810001373291016,44.70000076293945,82.35298919677734,103.56409454345703,43.584415435791016,141.13999938964844,36.562313079833984,71.77511596679688,,85.59808349609375,,82.37212371826172,138.70130920410156,84.82842254638672,5.699999809265137,128.11000061035156,14.529972076416016,172.25999450683594,75.19000244140625,209.1300048828125,95.42838287353516,221.57000732421875,68.41014862060547,53.59000015258789,14.751999855041504,66.38121032714844,10.905630111694336,28.495929718017578,56.666255950927734,13.140369415283203,19.813573837280273,107.01642608642578,115.78652954101562,42.918758392333984,198.71310424804688,134.80999755859375,130.6896514892578,22.57557487487793,59.689998626708984,108.50328826904297,63.978939056396484,150.8235321044922,172.5519256591797,81.05580139160156,43.825008392333984,196.59228515625,28.471357345581055,130.09844970703125,101.73947143554688,112.80596160888672,52.654266357421875,30.791162490844727,182.83999633789062,69.2711410522461,57.1108512878418,62.082794189453125,88.87010955810547,22.280000686645508,44.11628723144531,69.62000274658203,134.84852600097656,100.26042938232422,93.19999694824219,56.64297866821289,84.41000366210938,56.29999923706055,139.70379638671875,90.66000366210938,39.526824951171875,42.477195739746094,87.31873321533203,226.77999877929688,84.43353271484375,42.417640686035156,40.650001525878906,98.41912078857422,228.0500030517578,109.3392562866211,150.97999572753906,63.60746765136719,142.0399932861328
2018-08-03,49.692726135253906,148.7794189453125,253.27999877929688,87.7502212524414,132.0500030517578,74.61000061035156,86.9997787475586,45.85921096801758,18.489999771118164,64.38500213623047,173.27000427246094,142.5198211669922,44.60917282104492,183.07945251464844,105.39742279052734,35.5,44.77000045776367,80.45555877685547,104.2024154663086,43.20579147338867,141.0399932861328,36.820220947265625,72.671630859375,,86.08765411376953,,82.65914154052734,139.44058227539062,86.49056243896484,5.360000133514404,125.13999938964844,14.793642044067383,172.22999572753906,76.25,208.14999389648438,96.30622863769531,216.05999755859375,69.3982925415039,52.84000015258789,14.72599983215332,66.6108627319336,10.054281234741211,28.539379119873047,56.999969482421875,13.50373363494873,19.92455291748047,110.564697265625,117.56489562988281,43.04887390136719,198.15292358398438,138.1999969482422,131.11524963378906,22.713544845581055,59.310001373291016,109.52904510498047,64.33949279785156,151.85467529296875,172.72715759277344,83.80571746826172,44.04735565185547,198.7045135498047,28.812000274658203,130.1655731201172,102.18399810791016,109.2320327758789,52.0724983215332,30.986648559570312,180.8800048828125,70.23419952392578,57.04890823364258,62.44942092895508,89.16759490966797,21.59000015258789,44.641258239746094,68.98666381835938,132.64149475097656,101.7553482055664,92.5,57.19392395019531,84.18000030517578,48.45000076293945,141.14114379882812,91.13999938964844,39.190216064453125,42.842979431152344,87.30960083007812,228.0,84.96290588378906,42.592891693115234,40.529998779296875,98.97168731689453,226.69000244140625,109.17715454101562,151.0,63.087623596191406,142.24000549316406
2018-08-06,49.95076370239258,148.97421264648438,254.11000061035156,88.49540710449219,134.35000610351562,75.31999969482422,87.04676818847656,46.46015548706055,19.43000030517578,67.8324966430664,175.66000366210938,143.41082763671875,44.66145706176758,182.3565673828125,106.50647735595703,37.22999954223633,45.09000015258789,80.84260559082031,104.83177185058594,43.232208251953125,142.7100067138672,37.22426223754883,73.29728698730469,,87.29871368408203,,83.13748168945312,140.43576049804688,86.3124771118164,5.760000228881836,127.97000122070312,14.501724243164062,175.44000244140625,76.9000015258789,212.02999877929688,96.82371520996094,216.85000610351562,69.63544464111328,53.56999969482422,14.72599983215332,66.40583038330078,10.226639747619629,28.626285552978516,56.683834075927734,13.529086112976074,20.266016006469727,109.3145751953125,117.477294921875,43.022682189941406,200.40342712402344,140.02999877929688,132.2029266357422,22.65318489074707,60.130001068115234,108.32013702392578,64.42271423339844,146.074951171875,173.6678009033203,84.44837188720703,44.28359603881836,199.0309295654297,28.480823516845703,131.67156982421875,102.26911926269531,110.67088317871094,51.9344482421875,30.7741756439209,184.66000366210938,70.44055938720703,56.641868591308594,62.92752456665039,89.51155853271484,22.110000610351562,44.825462341308594,70.47000122070312,134.29925537109375,101.17754364013672,92.77999877929688,57.482521057128906,85.19999694824219,49.650001525878906,141.63507080078125,92.33000183105469,39.30537033081055,43.12127685546875,87.18122863769531,226.36000061035156,85.82083892822266,42.81680679321289,39.060001373291016,99.20849609375,231.52999877929688,109.45366668701172,152.05999755859375,63.403255462646484,142.14999389648438
2018-08-07,49.48247528076172,149.5494384765625,253.38999938964844,89.59501647949219,135.19000244140625,75.66999816894531,87.18768310546875,46.60100173950195,19.559999465942383,67.20249938964844,172.77999877929688,143.3751678466797,44.95137405395508,185.1808319091797,118.39452362060547,37.2400016784668,45.15999984741211,81.16357421875,105.06553649902344,42.88882064819336,144.44000244140625,37.4649772644043,72.90505981445312,,87.78829956054688,,83.3096923828125,141.1845245361328,86.25310516357422,5.869999885559082,131.22000122070312,14.464056968688965,176.7100067138672,77.05000305175781,212.08999633789062,97.17488098144531,217.55999755859375,68.77381134033203,53.599998474121094,14.612000465393066,66.66829681396484,10.153518676757812,28.730567932128906,56.938480377197266,13.630491256713867,20.47943687438965,110.04816436767578,117.59117126464844,43.37175750732422,202.33522033691406,138.75999450683594,132.8649444580078,22.980865478515625,60.38999938964844,108.21939849853516,64.51519012451172,145.21487426757812,171.45445251464844,84.73979187011719,45.05253219604492,200.22149658203125,29.994754791259766,135.68109130859375,102.97846984863281,112.3232421875,52.29928207397461,30.65518569946289,185.74000549316406,70.50074005126953,57.1108512878418,63.650840759277344,89.21407318115234,22.40999984741211,44.650482177734375,70.80000305175781,134.2193603515625,100.84739685058594,93.0199966430664,57.22891616821289,86.05999755859375,46.95000076293945,141.52671813964844,92.6500015258789,39.96089553833008,43.63017272949219,88.07972717285156,231.47999572753906,86.63314056396484,42.84601593017578,40.060001373291016,101.53282928466797,233.52999877929688,110.435791015625,152.3000030517578,62.892677307128906,166.6199951171875
