Date,ALB,APD,ATVI,CE,CF,CHTR,CMCSA,CTVA,DD,DIS,DOW,EA,ECL,EMN,FCX,FMC,FOX,FOXA,GOOG,GOOGL,IFF,IPG,LIN,LYB,LYV,META,MLM,MOS,MTCH,NEM,NFLX,NUE,NWS,NWSA,OMC,PARA,PPG,SHW,STLD,T,TMUS,TTWO,VMC,VZ,WBD
2018-07-23,85.41217041015625,137.0937957763672,77.75663757324219,101.16748046875,38.09893798828125,287.82000732421875,30.479318618774414,,84.64472198486328,108.90399169921875,,144.35537719726562,133.0144805908203,84.33656311035156,14.906641006469727,67.888427734375,,,60.275001525878906,60.54999923706055,111.44136047363281,18.014057159423828,148.9649658203125,80.3907241821289,51.0099983215332,210.91000366210938,214.757568359375,26.85334587097168,36.994937896728516,31.080121994018555,362.6600036621094,59.0399169921875,14.545239448547363,14.317706108093262,56.770774841308594,49.65091323852539,95.75732421875,134.34983825683594,42.334983825683594,15.666282653808594,58.36000061035156,126.80000305175781,117.89225769042969,39.81526184082031,26.700000762939453
2018-07-24,85.39337921142578,138.35897827148438,76.45012664794922,102.12491607666016,38.32787322998047,282.32000732421875,29.783567428588867,,86.21650695800781,108.52166748046875,,142.14907836914062,133.2703857421875,84.98954772949219,15.13264274597168,68.29159545898438,,,62.40399932861328,62.907501220703125,112.54518127441406,17.882925033569336,150.28993225097656,80.9810562133789,51.810001373291016,214.6699981689453,215.25682067871094,27.45892333984375,36.30967330932617,31.55606460571289,357.32000732421875,60.013301849365234,14.310637474060059,14.11142635345459,56.205387115478516,49.46757507324219,97.26142883300781,136.96627807617188,43.51317596435547,16.009929656982422,58.779998779296875,125.16000366210938,116.88153076171875,40.411502838134766,26.06999969482422
2018-07-25,86.2294692993164,140.14984130859375,77.46412658691406,101.99073028564453,39.00585174560547,274.6499938964844,29.810327529907227,,87.00241088867188,108.99222564697266,,144.29629516601562,134.2086944580078,86.25310516357422,14.934889793395996,69.2322998046875,,,63.185001373291016,63.797000885009766,113.13211059570312,18.35826873779297,152.5625457763672,81.76567840576172,52.40999984741211,217.5,214.056640625,27.771169662475586,37.832489013671875,31.845022201538086,362.8699951171875,60.15488815307617,14.451397895812988,14.223942756652832,56.371681213378906,50.03506088256836,100.22373962402344,139.35963439941406,43.938385009765625,15.287262916564941,58.83000183105469,127.83999633789062,114.89822387695312,39.94078063964844,25.8700008392334
2018-07-26,87.4225082397461,143.9364776611328,75.70912170410156,104.3193130493164,39.859920501708984,286.9100036621094,30.996679306030273,,87.93000793457031,111.27637481689453,,139.76548767089844,135.2512664794922,86.81282043457031,15.038475036621094,69.94374084472656,,,63.416500091552734,64.2750015258789,114.99810028076172,18.341880798339844,153.1514434814453,82.90901184082031,51.599998474121094,176.25999450683594,198.5989227294922,28.26319694519043,36.5285758972168,32.133975982666016,363.0899963378906,59.78322982788086,14.310637474060059,14.148931503295898,57.24468231201172,50.22712707519531,101.48939514160156,143.10104370117188,42.90193176269531,15.337798118591309,59.369998931884766,125.33000183105469,111.36070251464844,40.15260696411133,26.25
2018-07-27,87.61042022705078,143.66030883789062,73.47635650634766,103.95967864990234,39.181949615478516,286.2900085449219,31.29102325439453,,88.08462524414062,110.40389251708984,,131.79718017578125,133.59263610839844,85.55772399902344,15.0573091506958,70.10184478759766,,,61.92499923706055,62.644500732421875,114.95429229736328,18.374664306640625,153.1330108642578,81.81798553466797,50.349998474121094,174.88999938964844,197.49476623535156,28.178041458129883,35.415016174316406,31.352087020874023,355.2099914550781,59.827476501464844,14.169878005981445,13.961403846740723,57.35277557373047,47.15394592285156,100.3704833984375,141.42471313476562,42.51215744018555,15.70671272277832,59.61000061035156,122.58000183105469,112.87677764892578,40.80377960205078,26.030000686645508
2018-07-30,86.82128143310547,143.65138244628906,70.93159484863281,103.60903930664062,38.69767379760742,293.8999938964844,31.629993438720703,,87.67234802246094,110.41368865966797,,124.31151580810547,133.39358520507812,85.97327423095703,15.142057418823242,70.47337341308594,,,60.98699951171875,61.50199890136719,114.19215393066406,18.210752487182617,152.13011169433594,81.5340347290039,48.849998474121094,171.05999755859375,193.6543426513672,28.092878341674805,33.5305290222168,31.216110229492188,334.9599914550781,59.47350311279297,14.216797828674316,14.017661094665527,56.83729934692383,44.770503997802734,100.64564514160156,140.3125,42.13124465942383,16.171648025512695,59.81999969482422,113.11000061035156,111.78024291992188,41.18035125732422,26.149999618530273
2018-07-31,88.49346160888672,146.27081298828125,71.58485412597656,106.18938446044922,39.11150360107422,304.5799865722656,31.915424346923828,,88.59996032714844,111.32539367675781,,126.81328582763672,133.35569763183594,87.87284088134766,15.537561416625977,71.05043029785156,,,60.862998962402344,61.361000061035156,116.30340576171875,18.48120880126953,154.11753845214844,82.78943634033203,49.279998779296875,172.5800018310547,191.46527099609375,28.490283966064453,34.377593994140625,31.173606872558594,337.45001220703125,59.225738525390625,14.357558250427246,14.130179405212402,57.228057861328125,45.98405075073242,101.48939514160156,140.4559326171875,41.71488952636719,16.15648651123047,60.0,113.0199966430664,106.79337310791016,40.51348114013672,26.579999923706055
2018-08-01,85.49671936035156,144.37306213378906,71.25334930419922,105.34424591064453,38.85616683959961,301.42999267578125,31.576473236083984,,87.556396484375,110.74700164794922,,125.5624008178711,137.1468963623047,86.39726257324219,14.671222686767578,69.7777328491211,,,61.0004997253418,61.64950180053711,115.9704818725586,18.014057159423828,152.2589569091797,82.28129577636719,49.119998931884766,171.64999389648438,193.60635375976562,27.94148826599121,35.18659591674805,30.969642639160156,338.3800048828125,58.12848663330078,14.310637474060059,14.130179405212402,56.09729766845703,45.87929153442383,100.63645935058594,139.66555786132812,40.5898551940918,16.121112823486328,59.36000061035156,112.23999786376953,108.14735412597656,40.584102630615234,26.219999313354492
2018-08-02,86.44551849365234,142.5465545654297,72.20885467529297,103.56407165527344,43.58441162109375,294.20001220703125,30.898557662963867,,85.59809875488281,110.53133392333984,,126.71478271484375,138.70127868652344,84.82843017578125,14.529973983764648,68.41015625,,,61.307498931884766,62.05649948120117,115.7865219116211,18.09601402282715,150.82357788085938,81.05577850341797,49.47999954223633,176.3699951171875,196.59226989746094,28.471364974975586,36.21449279785156,30.791168212890625,344.5,57.1108512878418,14.263717651367188,14.073920249938965,55.98921203613281,46.027713775634766,100.26044464111328,139.70384216308594,39.526832580566406,16.095844268798828,62.18000030517578,113.23999786376953,109.33926391601562,40.780235290527344,26.559999465942383
2018-08-03,86.99979400634766,142.51980590820312,69.53733825683594,104.2024154663086,43.2057991027832,303.6600036621094,31.58538818359375,,86.08766174316406,111.84495544433594,,128.90138244628906,139.4405517578125,86.49056243896484,14.79364013671875,69.39827728271484,,,61.18550109863281,61.90800094604492,117.56491088867188,18.04683494567871,151.85470581054688,83.80571746826172,49.02000045776367,177.77999877929688,198.7045440673828,28.811994552612305,36.052696228027344,30.986642837524414,343.0899963378906,57.04890823364258,14.357558250427246,14.139554977416992,56.08066940307617,46.411869049072266,101.75534057617188,141.14112854003906,39.19020462036133,16.308094024658203,61.54999923706055,123.41000366210938,109.17715454101562,41.00776290893555,27.059999465942383
