Date,A,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADSK,AKAM,ALGN,AMAT,AMD,AMGN,ANET,ANSS,APH,AVGO,BAX,BDX,BIIB,BIO,BMY,BR,BSX,CAH,CDAY,CDNS,CDW,CI,CNC,COO,CRL,CRM,CSCO,CTLT,CTSH,CVS,DGX,DHR,DVA,DXC,DXCM,ELV,ENPH,EPAM,EW,FFIV,FI,FICO,FIS,FLT,FSLR,FTNT,FTV,GEHC,GEN,GILD,GLW,GRMN,HCA,HOLX,HPE,HPQ,HSIC,HUM,IBM,IDXX,ILMN,INCY,INTC,INTU,IQV,ISRG,IT,JKHY,JNJ,JNPR,KEYS,KLAC,LDOS,LH,LLY,LRCX,MCHP,MCK,MDT,MOH,MPWR,MRK,MRNA,MSFT,MSI,MTD,MU,NOW,NTAP,NVDA,NXPI,OGN,ON,ORCL,PANW,PAYC,PFE,PODD,PTC,QCOM,QRVO,REGN,RMD,RVTY,SEDG,SNPS,STE,STX,SWKS,SYK,TDY,TECH,TEL,TER,TFX,TMO,TRMB,TXN,TYL,UHS,UNH,VRSN,VRTX,VTRS,WAT,WBA,WDC,WST,XRAY,ZBH,ZBRA,ZTS
2018-07-26,64.3477554321289,46.40043258666992,74.3249740600586,76.89710998535156,60.462764739990234,153.23248291015625,261.92999267578125,88.78621673583984,136.13999938964844,80.7300033569336,363.0199890136719,44.2911376953125,18.350000381469727,166.9034881591797,69.06999969482422,176.99000549316406,45.40288162231445,187.5932159423828,68.5342025756836,229.41378784179688,344.739990234375,313.6099853515625,49.48970031738281,109.42122650146484,34.33000183105469,41.264373779296875,34.91999816894531,46.2599983215332,81.89987182617188,170.3390350341797,66.51499938964844,255.31593322753906,124.63999938964844,147.57000732421875,37.421993255615234,42.63999938964844,77.24745178222656,57.5366096496582,96.96636199951172,101.61860656738281,70.18000030517578,83.39579010009766,25.4950008392334,232.88961791992188,6.179999828338623,133.92999267578125,51.686668395996094,177.0800018310547,77.22000122070312,205.1699981689453,100.84341430664062,223.91000366210938,53.66999816894531,13.71399974822998,66.61088562011719,,10.759389877319336,64.04178619384766,29.225919723510742,55.85838317871094,118.66088104248047,42.61000061035156,13.258674621582031,20.01845932006836,60.494117736816406,308.1849365234375,109.82359313964844,247.97999572753906,311.5899963378906,69.91000366210938,45.24338150024414,209.2510223388672,122.02999877929688,175.65333557128906,139.1699981689453,131.19088745117188,114.04198455810547,24.360576629638672,60.40999984741211,96.37718200683594,63.06361770629883,147.3771209716797,87.23564910888672,163.47706604003906,43.85280227661133,121.27738952636719,79.33256530761719,106.76000213623047,130.6068878173828,52.422607421875,,103.67837524414062,116.17566680908203,617.9400024414062,53.00922775268555,192.32000732421875,69.89881896972656,63.128170013427734,86.27651977539062,,23.610000610351562,45.009666442871094,71.79000091552734,112.528564453125,30.153270721435547,85.73999786376953,98.83000183105469,55.602291107177734,82.19999694824219,373.5899963378906,103.67440032958984,78.40980529785156,54.95000076293945,93.1500015258789,108.2696304321289,45.75324249267578,87.1817398071289,161.98348999023438,218.22999572753906,40.67779541015625,86.03077697753906,42.855751037597656,272.6849670410156,231.2175750732422,35.790000915527344,98.82797241210938,237.83999633789062,122.13246154785156,238.67054748535156,151.9499969482422,175.8699951171875,33.05611038208008,198.47999572753906,55.46651077270508,71.56304931640625,109.18169403076172,44.7056770324707,109.47931671142578,145.91000366210938,82.7693862915039
2018-07-27,63.383758544921875,45.62870788574219,71.6507339477539,76.60149383544922,60.09442901611328,150.3101806640625,254.80999755859375,88.13191986083984,131.16000366210938,79.63999938964844,353.7699890136719,45.3521728515625,18.940000534057617,165.51873779296875,67.81999969482422,174.16000366210938,44.65669631958008,185.80284118652344,66.67461395263672,228.3459930419922,340.3999938964844,307.44000244140625,48.635250091552734,107.53306579589844,33.77000045776367,41.29787063598633,34.02000045776367,45.2400016784668,79.92693328857422,169.67852783203125,66.04000091552734,253.78720092773438,122.26000213623047,143.91000366210938,36.59668731689453,42.630001068115234,76.1641845703125,57.82283020019531,96.40630340576172,100.60037994384766,69.66999816894531,82.15208435058594,23.837499618530273,235.1518096923828,5.590000152587891,130.57000732421875,47.290000915527344,174.22999572753906,76.12000274658203,203.02000427246094,99.2817611694336,220.82000732421875,51.650001525878906,13.161999702453613,65.46257019042969,,10.827286720275879,62.93562316894531,29.147706985473633,55.26124572753906,118.51770782470703,42.47999954223633,13.174171447753906,19.830650329589844,60.8470573425293,304.31219482421875,108.65579986572266,241.27000427246094,301.1499938964844,68.63999938964844,41.35745620727539,205.06871032714844,120.44999694824219,173.07000732421875,136.3000030517578,129.9424285888672,115.1537094116211,22.57557487487793,59.15999984741211,98.52029418945312,63.30401611328125,146.90428161621094,88.53711700439453,175.24485778808594,44.149269104003906,118.25164794921875,78.79927062988281,104.66999816894531,127.11528778076172,51.996742248535156,,101.84349822998047,114.59754943847656,589.9400024414062,53.20643997192383,183.9499969482422,68.31668090820312,62.42961120605469,88.28446960449219,,23.149999618530273,44.78862762451172,69.32333374023438,107.86483764648438,30.35081672668457,83.30000305175781,95.08999633789062,54.82396697998047,81.72000122070312,367.6000061035156,101.59441375732422,77.19452667236328,53.95000076293945,92.58000183105469,107.6209487915039,43.48705291748047,86.93518829345703,159.762451171875,217.57000732421875,39.65725326538086,85.79345703125,43.07967758178711,269.0184326171875,228.3519744873047,35.25,98.21739196777344,231.41000366210938,122.19111633300781,237.69540405273438,150.25999450683594,172.10000610351562,33.16600036621094,195.17999267578125,56.369873046875,66.03034210205078,107.98991394042969,44.981571197509766,117.9770278930664,140.52999877929688,82.4404067993164
2018-07-30,62.3040771484375,45.373069763183594,72.35490417480469,76.59225463867188,60.01154708862305,147.89808654785156,242.32000732421875,86.61426544189453,127.0,75.29000091552734,348.5799865722656,44.9859733581543,19.420000076293945,163.9619598388672,64.46499633789062,168.5,43.8439826965332,189.2826690673828,66.34920501708984,225.66275024414062,331.4599914550781,304.1400146484375,50.35270309448242,103.66509246826172,32.93000030517578,42.00123977661133,32.08000183105469,43.90999984741211,78.89800262451172,169.24777221679688,64.69999694824219,255.75558471679688,120.9800033569336,138.02999877929688,36.252811431884766,41.349998474121094,75.4170913696289,58.48197555541992,96.67727661132812,99.68004608154297,69.80999755859375,80.85096740722656,23.34749984741211,237.7250213623047,5.679999828338623,129.2899932861328,47.393333435058594,170.1300048828125,74.45999908447266,200.13999938964844,97.08246612548828,216.75,51.56999969482422,12.555999755859375,65.41336059570312,,10.60792064666748,62.53413391113281,28.62628173828125,54.35676193237305,118.4222412109375,42.91999816894531,13.055864334106445,19.719675064086914,62.039215087890625,302.2841491699219,108.91032409667969,237.75999450683594,289.239990234375,68.58000183105469,41.36613082885742,195.7671356201172,120.91999816894531,167.6666717529297,134.7899932861328,127.78601837158203,115.69639587402344,22.679052352905273,57.459999084472656,97.35714721679688,62.471923828125,145.7305908203125,89.83858489990234,173.23439025878906,43.17650604248047,120.17018127441406,79.17257690429688,102.73999786376953,125.70526123046875,53.077781677246094,,99.6587142944336,111.84053039550781,581.8099975585938,52.26970291137695,178.80999755859375,66.45935821533203,60.47511672973633,88.15432739257812,,22.360000610351562,43.959720611572266,65.22000122070312,102.98141479492188,30.49304962158203,81.43000030517578,91.37000274658203,54.255523681640625,80.83000183105469,371.510009765625,99.84838104248047,76.81908416748047,53.0,89.33000183105469,107.02952575683594,42.93840408325195,86.23204040527344,155.93478393554688,216.25,38.426734924316406,85.09981536865234,42.07691192626953,264.736083984375,227.97654724121094,34.97999954223633,97.27890014648438,224.1699981689453,122.17154693603516,235.73587036132812,145.42999267578125,174.4199981689453,33.56889724731445,192.8300018310547,56.79691696166992,65.00922393798828,107.3694076538086,45.37165069580078,118.2668228149414,136.77000427246094,81.75338745117188
2018-07-31,63.663333892822266,45.463871002197266,72.9720230102539,75.59454345703125,60.352264404296875,147.81459045410156,244.67999267578125,87.36853790283203,128.44000244140625,75.26000213623047,356.6499938964844,45.66203308105469,18.329999923706055,169.0537567138672,63.932498931884766,168.8800048828125,44.442832946777344,186.40802001953125,67.36266326904297,228.50112915039062,334.3699951171875,306.6499938964844,50.19890213012695,103.55510711669922,33.61000061035156,41.825401306152344,32.7599983215332,44.09000015258789,79.37942504882812,171.75584411621094,65.16500091552734,260.2919616699219,124.30000305175781,137.14999389648438,36.355979919433594,41.70000076293945,76.108154296875,56.253021240234375,97.30963897705078,100.43392181396484,70.27999877929688,81.07099914550781,23.782499313354492,238.46963500976562,5.949999809265137,130.2100067138672,47.483333587646484,171.3800048828125,75.4800033569336,201.4600067138672,95.29901123046875,217.0,52.349998474121094,12.581999778747559,67.3244857788086,,10.560911178588867,63.77137756347656,28.834854125976562,54.83973693847656,118.59407043457031,42.90999984741211,13.047412872314453,19.702600479125977,62.282352447509766,303.4237060546875,108.49114990234375,244.92999267578125,324.3599853515625,66.54000091552734,41.721744537353516,197.27394104003906,121.94000244140625,169.39666748046875,135.42999267578125,127.39827728271484,116.00281524658203,22.713542938232422,58.0,107.5416259765625,63.257789611816406,148.0526123046875,90.56265258789062,175.81663513183594,43.278419494628906,119.88384246826172,80.19468688964844,104.08999633789062,127.26878356933594,53.94590377807617,,100.33023834228516,112.60175323486328,592.510009765625,52.05277633666992,175.9600067138672,66.65711212158203,60.65595626831055,88.62843322753906,,22.049999237060547,43.91367721557617,66.086669921875,106.1072006225586,31.551895141601562,83.16000366210938,91.91000366210938,56.048309326171875,81.76000213623047,368.010009765625,100.92652893066406,78.23194885253906,53.25,89.43000030517578,109.19493865966797,41.8410758972168,86.36901092529297,154.290283203125,219.4199981689453,39.220245361328125,85.40101623535156,42.106117248535156,266.6328430175781,231.74122619628906,35.29999923706055,97.63851165771484,224.99000549316406,119.37537384033203,235.1601104736328,145.22999572753906,175.0500030517578,34.16408920288086,197.27000427246094,55.532203674316406,65.12061309814453,107.99976348876953,45.7712287902832,117.34133911132812,137.92999267578125,83.67894744873047
2018-08-01,62.64148712158203,48.14213943481445,74.30123138427734,73.43285369873047,59.652408599853516,148.16712951660156,248.00999450683594,87.27766418457031,127.18000030517578,71.62999725341797,353.70001220703125,45.04231643676758,18.479999542236328,168.44308471679688,65.6500015258789,170.35000610351562,44.38104248046875,182.23049926757812,67.6416015625,228.1634063720703,344.05999755859375,311.7300109863281,50.9422721862793,103.17012023925781,33.38999938964844,41.900753021240234,33.56999969482422,43.9900016784668,79.19063568115234,175.11590576171875,66.4000015258789,258.82318115234375,124.7699966430664,137.67999267578125,35.986324310302734,41.099998474121094,76.65911102294922,55.5851936340332,96.60503387451172,99.86608123779297,70.33999633789062,82.17121124267578,23.860000610351562,237.78155517578125,5.590000152587891,131.52999877929688,47.59333419799805,170.60000610351562,74.73999786376953,205.5500030517578,95.1326904296875,218.22999572753906,53.380001068115234,12.920000076293945,66.38941955566406,,10.670594215393066,63.8287353515625,28.591520309448242,56.63991928100586,118.92818450927734,41.43000030517578,13.055864334106445,19.642845153808594,61.654903411865234,307.24822998046875,107.42066192626953,236.14999389648438,323.2300109863281,65.58999633789062,42.33760070800781,197.2932891845703,122.05999755859375,172.09666442871094,130.88999938964844,128.67510986328125,116.10784149169922,22.35999870300293,58.7400016784668,106.89136505126953,63.442691802978516,147.64732360839844,90.46183776855469,171.80491638183594,43.3525276184082,119.11070251464844,80.20354461669922,121.94000244140625,126.57817840576172,53.63469314575195,,100.5193862915039,112.23043060302734,587.52001953125,51.55975341796875,177.94000244140625,67.54279327392578,61.054779052734375,88.68421173095703,,22.260000228881836,43.609737396240234,66.72666931152344,125.77074432373047,31.82054901123047,83.87000274658203,92.5199966430664,56.275672912597656,82.18000030517578,371.0299987792969,102.07146453857422,78.94332885742188,56.25,89.75,109.71004486083984,42.19889450073242,86.4238052368164,155.94422912597656,218.8800048828125,40.19926452636719,84.57044982910156,42.145050048828125,264.7751159667969,231.12860107421875,35.2400016784668,97.35784149169922,226.77999877929688,118.7105484008789,235.29940795898438,148.05999755859375,177.8699951171875,34.33806610107422,194.83999633789062,54.563140869140625,64.26656341552734,109.43778991699219,44.876922607421875,117.24784088134766,138.8300018310547,83.23383331298828
2018-08-02,62.94033432006836,49.549373626708984,75.25859069824219,72.96173858642578,59.4682502746582,148.57530212402344,252.22000122070312,87.41398620605469,131.16000366210938,74.27999877929688,367.9200134277344,45.17375946044922,18.790000915527344,168.90753173828125,67.9625015258789,173.14999389648438,44.599666595458984,181.85223388671875,67.16741180419922,223.69142150878906,347.92999267578125,311.7200012207031,50.643211364746094,104.95747375488281,33.380001068115234,41.85051727294922,34.810001373291016,44.70000076293945,82.35298156738281,180.83084106445312,67.55000305175781,260.15203857421875,126.88999938964844,141.13999938964844,36.56230545043945,42.52000045776367,71.77511596679688,55.31633377075195,98.03234100341797,99.32756042480469,74.0999984741211,82.37212371826172,31.172500610351562,241.79689025878906,5.699999809265137,128.11000061035156,48.3466682434082,172.25999450683594,75.19000244140625,209.1300048828125,95.42839050292969,221.57000732421875,53.59000015258789,14.751999855041504,66.38121032714844,,10.90562915802002,63.60750961303711,28.495929718017578,56.66626739501953,119.59642028808594,42.119998931884766,13.140368461608887,19.81357765197754,61.811763763427734,310.6863098144531,107.01644134521484,240.8000030517578,332.5,64.44999694824219,42.91876220703125,198.713134765625,124.36000061035156,173.96665954589844,134.80999755859375,130.6896209716797,114.89109802246094,22.57557487487793,59.689998626708984,108.5033187866211,63.97892379760742,149.023681640625,91.16753387451172,172.5519256591797,43.82500457763672,118.34710693359375,79.89248657226562,128.35000610351562,130.09844970703125,53.41355895996094,,101.73946380615234,112.80596160888672,588.8200073242188,52.654258728027344,182.83999633789062,69.27112579345703,62.082801818847656,88.87013244628906,,22.280000686645508,44.11628723144531,69.62000274658203,134.84852600097656,31.597427368164062,87.54000091552734,93.19999694824219,56.642967224121094,84.41000366210938,397.0,103.6266860961914,85.51371765136719,56.29999923706055,90.66000366210938,111.0359878540039,42.477203369140625,87.31873321533203,157.31463623046875,226.77999877929688,40.58502197265625,84.43354797363281,42.41765594482422,243.4707489013672,230.39739990234375,40.650001525878906,98.41912078857422,228.0500030517578,119.87400817871094,237.8161163330078,150.97999572753906,177.88999938964844,33.44070053100586,194.9199981689453,55.00659942626953,63.60746765136719,112.17594909667969,44.94352340698242,116.29429626464844,142.0399932861328,88.46859741210938
2018-08-03,63.3644905090332,49.69272994995117,76.37418365478516,74.80009460449219,60.06679916381836,148.77943420410156,253.27999877929688,87.75022888183594,132.0500030517578,74.61000061035156,363.510009765625,45.85921096801758,18.489999771118164,170.29234313964844,64.38500213623047,173.27000427246094,44.609169006347656,183.07945251464844,67.26968383789062,225.53500366210938,344.2099914550781,312.17999267578125,50.54922103881836,105.39743041992188,33.529998779296875,42.118465423583984,35.5,44.77000045776367,80.45557403564453,181.16595458984375,67.41500091552734,260.1021728515625,127.7300033569336,141.0399932861328,36.82020950317383,41.650001525878906,72.6716079711914,56.27903366088867,98.32140350341797,99.24923706054688,74.55000305175781,82.65913391113281,30.832500457763672,243.13534545898438,5.360000133514404,125.13999938964844,48.4033317565918,172.22999572753906,76.25,208.14999389648438,96.30624389648438,216.05999755859375,52.84000015258789,14.72599983215332,66.61088562011719,,10.054280281066895,63.85331344604492,28.53937530517578,56.99996566772461,124.25504302978516,42.11000061035156,13.50373649597168,19.924549102783203,62.92549133300781,313.0138244628906,110.56468963623047,242.63999938964844,332.489990234375,63.040000915527344,43.04887390136719,198.15289306640625,123.13999938964844,174.1999969482422,138.1999969482422,131.11524963378906,115.50384521484375,22.713542938232422,59.310001373291016,109.52906799316406,64.33950805664062,151.0670166015625,92.18490600585938,172.72718811035156,44.047359466552734,120.46607208251953,80.41688537597656,126.43000030517578,130.16558837890625,53.99503707885742,,102.18399810791016,109.23201751708984,586.6699829101562,52.07249450683594,180.8800048828125,70.23419189453125,62.449432373046875,89.16757202148438,,21.59000015258789,44.64126968383789,68.98666381835938,132.64149475097656,32.30667495727539,85.88999938964844,92.5,57.19394302368164,84.18000030517578,394.8800048828125,99.93425750732422,85.2864761352539,48.45000076293945,91.13999938964844,111.3698501586914,42.842979431152344,87.30958557128906,156.227783203125,228.0,40.61187744140625,84.962890625,42.592899322509766,240.38119506835938,230.54562377929688,40.529998779296875,98.97168731689453,226.69000244140625,121.41874694824219,238.87484741210938,151.0,174.5399932861328,35.20797348022461,193.97999572753906,55.203712463378906,63.087623596191406,113.02301025390625,45.409706115722656,117.7059097290039,142.24000549316406,88.66212463378906
2018-08-06,64.11644744873047,49.95075225830078,76.79349517822266,75.88093566894531,60.076011657714844,148.97421264648438,254.11000061035156,88.49542236328125,134.35000610351562,75.31999969482422,369.54998779296875,46.46015548706055,19.43000030517578,169.96548461914062,67.8324966430664,175.66000366210938,44.66144943237305,182.35658264160156,67.427734375,226.6301727294922,341.1700134277344,315.45001220703125,50.745750427246094,106.50647735595703,33.150001525878906,41.90913391113281,37.22999954223633,45.09000015258789,80.84261322021484,179.83529663085938,67.59500122070312,258.23358154296875,127.54000091552734,142.7100067138672,37.22425842285156,41.209999084472656,73.29727935791016,56.40913009643555,97.90583801269531,100.16958618164062,73.02999877929688,83.13748931884766,30.459999084472656,243.30502319335938,5.760000228881836,127.97000122070312,48.12666702270508,175.44000244140625,76.9000015258789,212.02999877929688,96.82372283935547,216.85000610351562,53.56999969482422,14.72599983215332,66.40579223632812,,10.226639747619629,63.80414962768555,28.62628173828125,56.683834075927734,122.96629333496094,42.0,13.52908706665039,20.266019821166992,64.44705963134766,312.0286560058594,109.31456756591797,242.91000366210938,332.3599853515625,61.75,43.02269744873047,200.40341186523438,122.16000366210938,173.60000610351562,140.02999877929688,132.20291137695312,115.56512451171875,22.653182983398438,60.130001068115234,108.32012176513672,64.4227294921875,151.4385528564453,93.48638916015625,173.6678009033203,44.283599853515625,120.98149871826172,80.5146255493164,127.08999633789062,131.6715545654297,54.23253631591797,,102.26909637451172,110.67089080810547,587.02001953125,51.934452056884766,184.66000366210938,70.4405517578125,62.92752456665039,89.51153564453125,,22.110000610351562,44.82546615600586,70.47000122070312,134.29925537109375,32.70513153076172,85.69000244140625,92.77999877929688,57.48251724243164,85.19999694824219,390.04998779296875,101.89974212646484,84.63436126708984,49.650001525878906,92.33000183105469,110.84518432617188,43.121280670166016,87.18122100830078,157.01222229003906,226.36000061035156,41.22469711303711,85.82084655761719,42.816810607910156,236.21607971191406,232.29457092285156,39.060001373291016,99.20851135253906,231.52999877929688,121.58495330810547,238.44766235351562,152.05999755859375,174.91000366210938,34.54867172241211,195.61000061035156,55.36795425415039,63.40325164794922,114.28372955322266,46.08517837524414,117.80875396728516,142.14999389648438,89.58136749267578
2018-08-07,65.22503662109375,49.48248291015625,74.41991424560547,77.08187103271484,59.61558151245117,149.54942321777344,253.38999938964844,89.59503936767578,135.19000244140625,75.66999816894531,365.5799865722656,46.60100173950195,19.559999465942383,172.36517333984375,67.20249938964844,172.77999877929688,44.95137405395508,185.1808319091797,67.44633483886719,226.3199005126953,350.1000061035156,308.9700012207031,50.39542007446289,118.39452362060547,33.220001220703125,42.53714370727539,37.2400016784668,45.15999984741211,81.16356658935547,180.22776794433594,67.83999633789062,257.2843017578125,128.4199981689453,144.44000244140625,37.4649772644043,41.04999923706055,72.90506744384766,56.76471710205078,98.32140350341797,100.12062072753906,72.83999633789062,83.30968475341797,31.190000534057617,243.15423583984375,5.869999885559082,131.22000122070312,47.58333206176758,176.7100067138672,77.05000305175781,212.08999633789062,97.17486572265625,217.55999755859375,53.599998474121094,14.612000465393066,66.6683120727539,,10.15351676940918,64.22203063964844,28.73056983947754,56.93848419189453,123.56771850585938,41.68000030517578,13.630492210388184,20.479434967041016,62.588233947753906,310.77325439453125,110.04817962646484,245.52000427246094,337.1600036621094,63.0099983215332,43.37175750732422,202.3352508544922,122.86000061035156,172.63333129882812,138.75999450683594,132.86492919921875,115.07492065429688,22.980867385864258,60.38999938964844,108.2193832397461,64.51517486572266,152.08872985839844,93.43140411376953,171.45445251464844,45.05253219604492,120.98149871826172,80.7457275390625,123.3499984741211,135.6811065673828,54.527366638183594,,102.97846221923828,112.32325744628906,583.97998046875,52.299285888671875,185.74000549316406,70.50074005126953,63.650856018066406,89.21407318115234,,22.40999984741211,44.65047073364258,70.80000305175781,134.2193603515625,32.545745849609375,86.08999633789062,93.0199966430664,57.22892379760742,86.05999755859375,391.4200134277344,102.79661560058594,85.51371765136719,46.95000076293945,92.6500015258789,110.196533203125,43.630184173583984,88.07974243164062,156.11431884765625,231.47999572753906,43.98115158081055,86.63314819335938,42.84601593017578,231.8750762939453,232.69969177246094,40.060001373291016,101.53282928466797,233.52999877929688,121.95645904541016,239.274169921875,152.3000030517578,177.50999450683594,35.29037857055664,196.52000427246094,55.0640983581543,62.89267349243164,114.3822250366211,37.49415969848633,117.26655578613281,166.6199951171875,89.49427032470703
2018-08-08,64.95511627197266,49.515926361083984,74.15882110595703,76.3613052368164,59.70766067504883,149.4937744140625,253.8300018310547,89.50415802001953,134.13999938964844,76.62000274658203,366.2099914550781,47.117435455322266,19.579999923706055,168.75270080566406,66.13999938964844,172.8699951171875,44.89434051513672,184.46636962890625,67.56720733642578,229.441162109375,350.0899963378906,316.3999938964844,51.41222381591797,118.65116119384766,34.290000915527344,40.99642562866211,37.63999938964844,45.06999969482422,80.44612884521484,181.36695861816406,68.7300033569336,257.7440185546875,124.18000030517578,145.1699981689453,37.68849182128906,40.310001373291016,72.12996673583984,59.123775482177734,97.62582397460938,99.8171157836914,73.33999633789062,85.1369857788086,31.087499618530273,245.57659912109375,5.75,131.0500030517578,46.56666564941406,179.0,77.58000183105469,212.11000061035156,97.83097076416016,217.72000122070312,54.459999084472656,14.609999656677246,66.25819396972656,,10.15351676940918,63.0175666809082,28.93044662475586,56.57845687866211,122.48896789550781,41.290000915527344,13.655842781066895,20.607486724853516,61.80392074584961,313.1199645996094,109.95832824707031,246.22000122070312,338.1000061035156,63.61000061035156,43.59865188598633,202.87612915039062,121.9800033569336,173.0933380126953,138.27000427246094,132.8744354248047,114.82105255126953,23.06709861755371,60.459999084472656,108.22853088378906,65.57842254638672,151.84385681152344,93.73385620117188,175.24485778808594,45.284149169921875,118.41392517089844,80.71016693115234,126.55999755859375,136.01681518554688,54.617454528808594,,103.5553970336914,111.22787475585938,583.0999755859375,52.6443977355957,186.1300048828125,71.3434066772461,64.01499938964844,89.05603790283203,,22.420000076293945,44.56757736206055,70.70999908447266,134.65878295898438,32.99997329711914,84.91000366210938,93.43000030517578,56.984039306640625,85.55000305175781,374.2699890136719,102.96835327148438,85.05923461914062,48.150001525878906,92.87999725341797,108.16468811035156,43.76535415649414,87.48379516601562,157.0405731201172,232.6300048828125,43.29264831542969,86.44147491455078,42.76812744140625,227.43626403808594,231.79063415527344,40.11000061035156,101.88365936279297,234.17999267578125,120.10865020751953,240.3514404296875,152.16000366210938,175.3000030517578,35.92219543457031,194.66000366210938,54.60420608520508,62.24286651611328,113.85035705566406,38.426513671875,115.90168762207031,157.3800048828125,90.2103042602539
